OBJECTID,shortest_dist
40047,1117.44
40048,1189.32
40049,1169.21
40052,706.06
40056,1174.55
40060,1179.18
40063,521.98
40067,953.63
40072,926.37
40074,634.98
40075,790.38
40076,791.17
40077,480.72
40078,696.26
40081,1168.13
40082,880.45
40087,1169.74
40088,883.57
40090,1171.1
40091,854.22
40092,850.44
40098,856.65
40099,857.71
40101,625.29
40102,630.75
40103,796.54
40104,838.02
40106,846.53
40107,1179.44
40112,837.28
40115,791.86
40116,491.37
40117,497.26
40118,631.13
40119,634.79
40120,631.32
40121,693.34
40130,838.58
40142,529.38
40143,1171.46
40144,857.74
40145,870.98
40146,871.21
40148,818.59
40149,814.02
40150,812.76
40151,795.81
40152,788.82
40154,623.91
40155,624.76
40156,640.73
40157,627.84
40158,629.83
40159,632.61
40160,632.86
40161,632.39
40162,632.79
40163,634.75
40164,635.97
40165,636.31
40166,640.47
40167,643.13
40168,645.5
40169,648.53
40170,727.37
40171,633.46
40172,634.88
40173,633.21
40174,637.3
40175,643.24
40176,643.99
40177,645.87
40178,647.31
40179,654.6
40180,730.58
40181,728.97
40182,736.24
40183,700.35
40184,714.22
40187,480.15
40188,482.03
40189,557.2
40190,837.93
40191,737.75
40192,752.13
40193,626.01
40194,625.2
40195,629.12
40196,645.3
40197,853.64
40198,856.56
40199,853.23
40200,849.08
40201,849.62
40202,847.6
40203,1182.95
40204,837.53
40205,1174.21
40217,1182.24
40221,790.02
40222,706.43
40223,1178.56
40224,1176.08
40225,1170.58
40234,1171.74
40245,1172.66
40246,1183.2
40249,1169.84
40250,1182.93
40251,1172.28
40252,1181.35
40253,1171.78
40254,1168.72
40256,626.92
40257,475.33
40258,534.51
40259,510.42
40260,864.35
40261,495.49
40264,732.05
40265,604.04
40266,552.28
40267,643.48
40268,519.71
40270,766.24
40271,777.96
40272,509.8
40274,511.75
40276,507.72
40278,664.55
40281,676.52
40282,782.78
40284,545.05
40285,739.67
40286,572.63
40287,564.54
40288,466.87
40290,594.03
40291,765.86
40292,552.34
40293,801.47
40294,582.55
40296,369.61
40297,668.54
40298,594.17
40300,498.22
40302,527.56
40307,527.58
40308,562.41
40309,605.23
40310,778.29
40311,763.76
40312,547.37
40313,641.07
40314,409.94
40316,565.35
40317,815.53
40318,729.05
40319,489.84
40320,584.37
40321,461.6
40322,587.89
40323,675.08
40324,517.84
40325,761.58
40326,875.51
40327,596.93
40328,647.33
40329,336.26
40330,537.19
40332,635.81
40333,300.44
40335,556.27
40336,655.5
40337,541.0
40339,641.45
40340,572.12
40341,479.84
40342,604.71
40343,547.07
40344,569.79
40345,505.44
40346,719.71
40347,620.75
40348,665.68
40349,530.84
40350,344.03
40352,541.29
40353,789.83
40354,626.22
40355,658.88
40358,579.54
40359,794.53
40363,573.19
40364,692.52
40365,525.09
40366,714.17
40367,559.7
40368,727.55
40369,565.78
40370,499.34
40371,686.7
40372,160.22
40373,535.64
40374,797.25
40376,694.97
40378,304.47
40379,635.33
40380,651.66
40381,687.63
40383,626.88
40384,677.75
40385,678.44
40386,582.54
40387,478.59
40389,723.85
40390,580.65
40391,639.24
40392,550.19
40394,632.68
40395,549.61
40396,525.35
40397,164.77
40399,480.18
40401,927.03
40402,813.15
40403,781.46
40404,430.63
40405,557.89
40406,467.31
40407,628.97
40408,718.37
40409,651.79
40410,619.42
40411,684.74
40413,597.11
40414,653.37
40415,731.38
40416,748.72
40417,810.29
40418,645.46
40419,599.55
40420,346.78
40421,613.42
40423,480.16
40424,480.7
40426,544.28
40429,651.68
40430,603.86
40431,567.97
40432,487.41
40433,216.24
40434,569.44
40435,630.75
40436,480.37
40437,604.15
40439,351.53
40440,316.34
40441,835.62
40442,926.57
40443,495.43
40444,617.2
40445,517.46
40446,757.6
40448,741.93
40449,602.82
40450,739.39
40451,715.39
40452,634.33
40453,168.8
40455,97.95
40456,405.5
40457,467.73
40458,520.54
40459,398.84
40460,823.05
40463,525.05
40464,491.0
40467,743.58
40468,462.81
40469,502.23
40471,696.05
40472,661.41
40473,782.12
40474,653.66
40475,924.4
40476,726.64
40477,951.04
40479,569.29
40480,491.77
40481,804.56
40482,780.65
40483,470.61
40484,297.48
40485,680.57
40486,741.36
40487,811.97
40488,121.61
40489,541.73
40490,597.66
40491,489.79
40492,226.92
40493,100.23
40494,277.81
40495,617.61
40496,685.65
40497,332.53
40498,467.05
40499,252.19
40500,472.17
40501,724.51
40502,747.34
40503,624.27
40504,485.09
40505,731.02
40506,573.83
40507,880.54
40508,524.24
40509,532.35
40511,585.4
40512,853.57
40513,723.22
40514,695.71
40515,600.89
40516,663.83
40517,496.4
40518,374.58
40519,581.51
40520,289.11
40521,861.18
40522,632.61
40524,459.05
40525,711.4
40526,908.96
40527,811.54
40528,798.89
40531,849.52
40532,625.06
40533,407.21
40534,831.48
40535,818.63
40536,521.99
40538,633.1
40539,551.24
40540,788.39
40541,704.74
40542,516.4
40544,870.3
40545,557.63
40548,836.05
40549,705.34
40550,354.34
40551,745.09
40552,164.62
40553,546.71
40554,527.56
40555,446.21
40557,502.97
40558,750.69
40559,743.7
40560,581.9
40561,555.87
40562,920.28
40563,854.94
40565,587.2
40566,669.75
40567,697.01
40568,477.92
40569,549.1
40570,504.94
40571,434.53
40572,791.3
40573,935.38
40574,705.63
40575,309.94
40576,562.69
40577,615.27
40578,560.47
40579,528.6
40580,731.47
40581,692.35
40582,1115.29
40583,726.11
40584,812.08
40585,608.29
40586,487.06
40587,840.78
40588,533.99
40589,537.45
40590,534.93
40591,505.46
40592,518.0
40593,797.27
40594,614.04
40595,582.15
40597,468.45
40598,538.54
40599,430.91
40601,457.9
40602,665.2
40603,873.66
40604,687.64
40605,708.35
40607,545.86
40608,779.79
40609,609.81
40610,135.3
40611,567.29
40612,591.68
40613,537.8
40614,725.68
40616,595.53
40617,732.11
40619,864.2
40621,731.17
40622,648.37
40623,798.93
40624,262.97
40625,745.95
40626,264.79
40627,769.9
40628,568.34
40629,765.02
40630,372.29
40631,259.07
40632,825.48
40633,582.34
40634,456.97
40635,498.18
40636,638.12
40637,782.05
40638,1014.65
40641,561.19
40642,315.9
40643,707.02
40644,887.82
40645,579.82
40646,662.62
40647,600.37
40648,307.32
40649,502.45
40650,695.3
40651,721.44
40653,884.95
40654,530.22
40655,533.86
40656,737.49
40657,355.13
40658,635.01
40660,531.81
40661,226.69
40662,791.93
40663,562.68
40664,481.65
40665,611.8
40666,606.87
40668,190.43
40669,649.48
40670,674.58
40671,792.29
40672,563.87
40673,482.91
40674,694.08
40676,665.62
40677,624.91
40678,517.59
40679,284.42
40680,734.66
40681,949.12
40682,793.29
40684,657.29
40685,725.74
40687,715.15
40688,619.72
40689,654.13
40690,567.9
40691,525.41
40692,616.4
40693,960.21
40694,704.17
40695,603.03
40696,632.85
40697,149.85
40698,530.04
40699,319.22
40700,563.16
40701,511.54
40702,541.44
40703,851.41
40704,317.95
40705,910.49
40706,694.14
40707,544.57
40708,615.87
40709,822.06
40710,484.19
40711,671.08
40712,771.83
40713,552.47
40714,529.77
40716,746.08
40717,232.97
40719,659.98
40720,665.65
40721,416.39
40722,586.54
40723,641.3
40724,610.12
40726,606.43
40727,488.94
40728,584.17
40729,524.53
40730,568.87
40731,558.29
40732,472.07
40733,675.99
40734,407.18
40735,627.33
40736,627.59
40737,515.72
40738,536.83
40739,710.02
40740,613.19
40741,663.3
40743,474.2
40744,603.04
40745,748.87
40746,654.58
40747,572.14
40748,734.75
40749,515.84
40750,474.31
40751,602.23
40753,513.62
40754,1003.69
40755,777.68
40756,623.68
40759,1201.48
40760,802.55
40761,1192.33
40762,474.99
40763,476.31
40764,588.23
40765,698.55
40766,551.5
40767,1207.41
40768,168.31
40769,594.82
40770,903.66
40771,713.1
40772,391.82
40773,740.17
40775,619.93
40776,799.0
40778,125.2
40780,688.8
40781,613.88
40782,726.77
40783,830.85
40784,629.15
40785,500.41
40786,671.68
40787,325.09
40788,630.73
40789,812.07
40790,685.77
40791,666.62
40792,798.12
40793,588.41
40794,601.97
40795,699.2
40796,215.78
40797,666.88
40798,672.43
40799,560.75
40800,563.29
40801,464.92
40803,512.49
40804,658.38
40805,595.21
40806,1059.61
40807,562.66
40808,628.36
40810,1186.11
40811,923.34
40813,763.65
40814,227.21
40816,694.82
40817,476.17
40818,359.76
40819,483.12
40821,831.77
40822,635.84
40823,494.28
40824,540.58
40825,229.69
40826,515.03
40828,602.4
40829,603.56
40830,627.15
40831,548.94
40833,595.56
40835,393.59
40837,669.14
40838,787.96
40839,604.76
40840,532.54
40841,845.77
40842,232.21
40843,792.11
40845,479.32
40846,752.24
40847,744.35
40848,1203.05
40849,542.79
40850,800.11
40851,555.78
40852,627.11
40853,590.85
40855,603.66
40856,237.99
40857,780.4
40858,663.55
40859,658.63
40860,157.85
40861,720.41
40862,336.28
40864,380.65
40865,488.04
40866,569.26
40867,819.55
40868,204.09
40869,382.5
40870,183.64
40871,746.9
40872,681.44
40873,629.58
40874,760.02
40875,857.02
40876,608.04
40878,812.51
40879,610.38
40880,563.59
40881,737.56
40882,582.35
40883,583.68
40884,527.5
40885,669.18
40887,506.49
40888,575.4
40889,873.95
40890,342.7
40892,749.01
40893,258.37
40895,903.77
40896,609.54
40897,510.27
40898,730.77
40899,488.07
40900,629.9
40901,481.89
40902,383.14
40903,511.23
40904,578.02
40905,583.24
40906,1190.65
40907,148.74
40908,628.74
40909,211.13
40910,635.64
40911,501.65
40912,668.36
40914,588.68
40916,692.2
40917,779.03
40919,592.09
40920,553.07
40921,694.41
40922,263.95
40923,873.87
40924,693.2
40925,1189.92
40926,475.93
40927,758.16
40928,733.4
40929,646.62
40930,652.96
40931,936.54
40932,565.4
40933,916.51
40934,521.39
40935,844.71
40937,661.06
40938,660.49
40939,552.66
40940,677.96
40941,867.5
40942,603.94
40943,580.55
40944,820.05
40945,477.89
40946,744.64
40947,215.65
40948,710.83
40949,670.66
40950,822.37
40951,588.94
40952,514.65
40953,83.79
40955,223.9
40956,956.55
40957,1211.37
40958,827.92
40959,824.73
40960,1202.52
40962,851.39
40963,583.54
40964,744.15
40965,775.7
40966,550.11
40969,1219.91
40970,629.49
40971,529.54
40972,575.53
40973,456.75
40974,711.36
40976,672.62
40977,779.81
40978,579.33
40979,479.91
40980,566.97
40982,394.65
40983,593.94
40984,834.68
40985,801.75
40986,548.22
40987,476.37
40989,694.2
40990,741.22
40991,682.99
40992,610.22
40993,649.26
40995,511.86
40996,816.44
40997,621.46
40998,603.92
40999,725.93
41000,220.02
41001,758.18
41002,563.59
41003,744.0
41004,360.39
41005,1216.65
41006,687.42
41007,315.22
41008,549.64
41009,752.32
41010,514.41
41011,547.98
41012,557.33
41013,1166.37
41014,948.39
41015,562.36
41016,525.59
41018,593.13
41019,547.55
41020,873.53
41022,430.29
41023,871.74
41024,587.87
41025,488.6
41026,585.92
41027,875.75
41028,1208.41
41031,311.79
41032,573.22
41033,408.16
41034,635.49
41035,846.53
41037,548.43
41038,703.77
41039,658.24
41041,609.12
41043,602.71
41045,486.64
41046,220.2
41047,615.55
41048,1230.63
41049,690.53
41050,1189.07
41051,838.82
41052,1166.41
41053,482.48
41054,712.21
41055,322.74
41056,658.35
41057,891.35
41058,564.15
41059,560.36
41060,656.11
41061,1168.35
41062,516.63
41063,612.19
41064,664.05
41065,895.71
41067,494.7
41068,648.58
41070,683.63
41071,221.64
41072,368.12
41073,519.07
41074,744.28
41076,313.98
41077,643.74
41078,522.21
41080,842.23
41081,539.62
41082,1222.56
41083,583.13
41084,871.63
41085,467.77
41086,709.22
41087,558.75
41088,624.36
41089,493.06
41091,470.46
41092,634.86
41093,614.37
41095,549.82
41096,490.73
41097,580.86
41098,504.76
41099,490.16
41100,263.18
41101,906.2
41102,746.67
41103,657.67
41104,653.32
41105,175.51
41106,1008.32
41107,808.05
41109,275.52
41110,180.11
41111,648.97
41112,644.76
41113,1187.01
41115,718.25
41116,281.31
41117,640.36
41118,526.72
41120,796.52
41121,743.81
41122,630.6
41123,815.84
41124,557.8
41125,571.66
41126,381.16
41130,600.17
41131,585.72
41132,627.33
41134,627.94
41135,709.09
41136,226.58
41137,562.1
41138,1116.98
41139,1007.78
41140,633.03
41141,712.15
41142,677.3
41144,1189.34
41145,862.77
41146,835.42
41147,1234.63
41148,635.34
41149,549.03
41150,214.3
41151,586.73
41152,1170.2
41153,599.73
41154,560.97
41155,860.49
41157,595.38
41158,516.22
41159,638.36
41163,663.51
41164,636.89
41165,806.51
41166,237.99
41167,181.54
41168,627.9
41169,661.55
41170,645.26
41171,691.37
41172,232.6
41173,614.93
41176,227.44
41177,1203.25
41179,203.2
41181,831.98
41182,1000.63
41183,559.62
41184,637.74
41185,591.83
41186,248.73
41187,795.92
41188,739.68
41189,565.6
41190,592.99
41191,563.29
41192,524.2
41193,331.67
41194,838.16
41195,715.42
41197,883.63
41199,688.21
41200,802.49
41201,486.55
41202,516.01
41203,607.38
41204,775.83
41205,219.98
41206,849.45
41208,599.86
41209,796.45
41210,1204.39
41211,529.83
41212,664.74
41213,705.89
41214,615.89
41215,1004.99
41216,617.27
41217,621.53
41219,265.04
41220,747.17
41221,805.75
41223,749.94
41224,575.18
41226,647.31
41228,606.47
41229,540.37
41230,563.63
41231,554.93
41232,161.24
41233,596.56
41234,597.51
41235,364.69
41236,177.28
41238,797.25
41241,481.27
41242,209.14
41243,932.0
41244,662.76
41245,1228.03
41246,622.04
41247,871.92
41248,274.95
41249,603.2
41250,653.95
41251,525.03
41253,1054.6
41254,716.61
41255,707.51
41256,557.65
41257,532.44
41258,584.76
41259,698.63
41260,702.64
41261,604.65
41262,587.8
41263,599.35
41264,745.03
41265,939.03
41266,703.31
41268,783.36
41269,222.88
41270,606.59
41271,654.78
41272,601.02
41273,522.19
41274,261.79
41275,216.96
41278,669.32
41279,197.51
41281,594.34
41282,644.24
41283,1184.51
41284,1205.59
41285,715.33
41286,584.05
41287,481.24
41288,705.73
41289,1009.53
41290,214.99
41291,690.78
41292,544.93
41293,623.4
41294,692.75
41296,605.29
41297,571.16
41298,681.81
41299,573.3
41300,625.46
41301,830.36
41302,1165.89
41304,275.83
41305,749.72
41308,833.89
41309,902.58
41310,589.81
41312,1000.01
41313,534.54
41314,574.31
41316,588.77
41317,817.66
41318,1220.39
41319,205.57
41320,779.08
41321,771.06
41322,221.65
41323,877.8
41324,804.09
41327,623.92
41328,631.41
41329,294.36
41330,797.76
41331,822.33
41333,1191.01
41334,668.11
41335,699.75
41336,565.63
41337,537.21
41338,743.9
41339,668.43
41340,1168.67
41341,813.86
41344,753.14
41345,525.5
41347,1186.24
41348,916.97
41349,1189.27
41350,499.46
41352,1189.44
41355,1181.7
41356,746.67
41357,654.05
41358,643.98
41359,513.25
41360,633.66
41363,561.3
41364,923.46
41365,767.54
41366,1208.23
41367,782.43
41370,560.22
41375,857.43
41377,1186.18
41378,946.5
41379,424.12
41381,1173.11
41382,1170.6
41385,1187.39
41386,1175.3
41387,1182.94
41388,1183.66
41390,702.62
41391,563.15
41392,1187.08
41393,742.33
41394,643.06
41395,920.97
41396,484.46
41397,634.5
41401,1169.59
41404,1188.34
41405,935.16
41406,1174.75
41407,1181.57
41411,855.02
41412,1206.9
41413,1188.66
41421,797.73
41422,672.7
41423,790.42
41424,913.35
41425,913.8
41426,626.41
41427,699.72
41435,1185.3
41440,1212.3
41441,763.32
41443,1189.97
41448,533.95
41451,909.05
41452,720.51
41455,582.18
41458,1177.8
41460,1187.83
41462,1117.66
41468,630.58
41469,1110.87
41479,579.0
41484,1165.67
41485,712.11
41488,645.25
41489,620.72
41490,804.1
41491,839.18
41492,845.02
41493,730.78
41494,705.31
41495,700.91
41496,643.12
41497,700.97
41498,500.17
41504,776.28
41512,634.76
41516,1186.69
41521,714.25
41528,1180.41
41535,501.55
41540,636.36
41543,657.31
41544,633.06
41545,634.55
41546,787.19
41547,852.45
41548,498.55
41549,747.47
41550,790.63
41551,1171.22
41552,740.9
41553,647.48
41554,632.24
41555,1171.42
41557,1181.19
41561,1174.79
41567,934.5
41569,1171.41
41570,424.01
41571,1170.84
41572,834.54
41574,677.42
41575,627.71
41576,642.6
41577,746.39
41579,666.71
41580,1184.13
41582,1182.91
41584,630.41
41585,623.04
41586,849.87
41587,846.99
41590,1110.39
41591,648.71
41594,858.92
41597,1210.1
41598,809.03
41601,1165.26
41602,1171.93
41603,1113.0
41611,630.21
41618,635.82
41620,635.2
41621,644.87
41623,630.21
41627,424.52
41628,646.98
41629,631.3
41630,854.16
41632,854.65
41633,628.58
41634,869.77
41635,870.05
41636,813.33
41637,802.65
41638,800.84
41639,798.45
41640,870.63
41641,793.41
41642,790.55
41643,790.3
41644,790.2
41645,789.79
41646,789.85
41647,790.12
41648,651.68
41649,629.16
41650,632.62
41651,643.5
41652,630.99
41653,715.02
41654,656.88
41655,651.4
41656,638.15
41657,719.89
41659,483.72
41660,489.05
41661,548.26
41662,493.05
41663,635.73
41664,632.8
41666,561.25
41667,641.51
41670,644.43
41671,628.04
41672,628.39
41673,640.45
41674,642.35
41676,632.75
41677,635.21
41680,626.57
41681,622.8
41682,624.7
41683,626.79
41684,645.16
41685,643.3
41686,640.8
41687,858.46
41688,856.0
41689,859.84
41690,858.88
41691,855.38
41692,860.49
41693,853.55
41694,853.29
41695,853.72
41696,850.77
41697,853.11
41698,850.44
41699,848.15
41700,850.55
41701,855.11
41702,846.73
41703,744.23
41705,629.16
41706,623.06
41707,644.15
41710,1170.93
41711,643.76
41715,1217.44
41716,1178.56
41717,1172.82
41719,1170.77
41726,1170.84
41727,1171.47
41728,706.12
41731,1172.43
41734,1171.95
41735,750.32
41742,1182.81
41743,1166.76
41749,1177.31
41750,1170.57
41751,1170.26
41752,1218.35
41753,654.18
41755,654.48
41757,686.26
41760,705.24
41761,530.5
41762,660.94
41763,694.88
41764,552.55
41765,761.42
41766,503.68
41767,619.27
41768,462.63
41769,705.93
41770,596.14
41772,655.91
41773,497.62
41774,739.63
41775,479.18
41776,532.05
41777,554.82
41778,547.89
41779,115.09
41780,562.77
41782,522.97
41783,699.52
41784,601.5
41785,208.3
41786,754.01
41787,504.75
41789,584.69
41790,158.81
41791,704.58
41792,765.72
41793,684.11
41794,633.0
41795,31.72
41796,513.04
41797,707.39
41799,790.61
41800,683.51
41801,633.55
41802,744.65
41803,833.64
41805,246.15
41806,464.74
41807,473.86
41808,695.93
41810,736.05
41811,549.12
41812,222.3
41813,337.58
41814,309.8
41815,697.41
41816,626.49
41817,395.34
41819,596.37
41820,505.12
41821,630.16
41822,688.02
41823,431.3
41824,209.79
41825,660.55
41826,669.91
41828,675.46
41829,802.08
41830,548.12
41831,285.01
41832,726.43
41833,469.29
41834,478.8
41835,844.51
41836,459.48
41837,902.62
41838,272.48
41839,235.92
41840,585.04
41841,296.75
41842,538.73
41844,631.67
41845,448.6
41846,252.32
41847,562.65
41848,796.85
41849,1004.92
41851,702.15
41852,616.26
41853,558.45
41854,689.22
41855,223.53
41856,912.17
41857,256.66
41858,750.8
41859,243.75
41861,426.42
41862,493.97
41863,625.7
41864,811.7
41865,477.54
41866,660.92
41867,471.12
41868,268.58
41869,514.46
41870,662.21
41871,632.25
41872,716.1
41873,506.4
41874,512.98
41875,235.8
41876,540.41
41877,623.19
41878,502.64
41879,454.32
41880,902.31
41881,794.65
41883,273.02
41884,853.87
41885,603.77
41886,657.58
41887,573.6
41889,443.64
41890,737.31
41891,572.05
41892,617.27
41893,787.66
41894,726.56
41895,894.44
41896,709.69
41897,578.34
41898,529.18
41899,494.46
41900,778.22
41901,755.5
41902,34.63
41903,688.35
41905,619.06
41906,132.34
41907,231.97
41908,527.21
41909,522.11
41910,805.66
41911,691.42
41912,637.95
41913,468.35
41914,483.04
41915,803.67
41916,476.77
41917,661.37
41918,797.44
41919,539.94
41920,487.1
41922,759.77
41923,472.86
41924,598.48
41925,508.45
41926,639.87
41927,793.32
41928,679.45
41929,867.42
41930,474.35
41931,205.29
41932,502.1
41933,555.42
41935,795.81
41936,781.44
41937,416.46
41938,83.99
41939,745.16
41940,689.79
41941,810.43
41942,162.51
41943,583.63
41944,451.01
41945,573.49
41946,456.08
41947,514.14
41948,518.52
41949,641.03
41950,658.37
41951,870.37
41952,457.34
41953,659.51
41955,909.18
41956,541.83
41957,696.49
41958,520.32
41959,533.72
41960,666.41
41961,198.22
41962,647.81
41963,626.01
41964,281.36
41965,604.4
41966,364.44
41967,500.25
41968,894.62
41969,687.88
41970,522.89
41971,502.34
41972,722.58
41973,513.37
41974,872.34
41975,129.69
41977,281.94
41978,421.76
41980,341.31
41981,694.24
41982,551.65
41983,275.69
41984,670.04
41985,679.8
41986,711.7
41987,231.95
41988,598.56
41990,553.16
41991,347.34
41992,691.65
41993,805.98
41994,227.51
41995,634.43
41997,797.55
41999,915.18
42000,602.8
42001,709.09
42002,698.43
42003,439.96
42004,747.25
42005,489.07
42006,583.9
42007,305.89
42008,751.87
42009,651.5
42010,650.34
42011,572.02
42012,633.83
42013,697.93
42014,297.36
42015,412.39
42016,886.58
42017,860.64
42018,739.99
42019,712.66
42020,417.96
42021,641.95
42022,444.61
42023,460.2
42024,228.39
42025,939.08
42027,618.07
42028,714.23
42029,534.19
42030,205.38
42031,632.71
42032,469.66
42033,124.62
42034,225.38
42035,929.48
42036,236.81
42037,305.38
42038,754.32
42039,577.99
42040,677.85
42041,414.53
42042,701.28
42043,544.13
42045,819.12
42046,498.05
42047,641.27
42048,537.07
42049,241.99
42050,478.82
42051,559.15
42052,888.16
42053,333.94
42054,479.86
42055,777.57
42056,546.92
42057,441.46
42058,482.19
42059,534.77
42060,221.2
42061,781.45
42062,666.08
42063,476.49
42064,436.64
42065,770.65
42066,453.03
42067,614.53
42068,589.8
42069,558.48
42070,711.99
42071,421.76
42073,92.95
42074,580.41
42075,518.63
42076,491.9
42077,726.08
42078,811.27
42079,663.67
42080,497.92
42081,531.78
42082,691.74
42083,477.53
42084,683.33
42085,65.15
42086,616.92
42087,446.54
42088,433.48
42089,231.68
42090,588.42
42091,705.07
42092,790.05
42093,584.15
42094,871.67
42095,488.96
42096,856.63
42097,133.2
42099,268.27
42100,702.61
42101,604.63
42102,229.12
42103,708.79
42104,452.79
42105,715.81
42106,965.34
42107,318.35
42108,605.29
42109,692.62
42111,645.36
42112,314.48
42113,917.89
42114,474.69
42115,190.35
42116,592.23
42117,298.12
42118,839.03
42119,624.49
42121,333.0
42122,56.95
42123,489.05
42124,587.51
42125,260.18
42127,597.38
42129,598.0
42130,571.25
42131,565.03
42132,531.39
42133,356.11
42134,573.77
42135,424.84
42136,217.44
42137,653.92
42139,909.26
42141,688.12
42142,165.13
42143,548.61
42144,672.36
42145,514.34
42146,746.11
42147,709.47
42149,892.4
42150,606.42
42151,491.36
42152,509.02
42153,136.98
42154,689.89
42155,440.09
42156,756.64
42158,692.35
42159,790.2
42161,531.91
42162,863.28
42163,523.64
42164,623.42
42165,284.42
42166,583.63
42167,661.78
42168,226.35
42170,536.17
42171,312.62
42172,705.9
42173,749.13
42174,668.68
42175,551.71
42176,781.03
42177,564.76
42178,546.43
42179,232.34
42180,889.07
42181,124.3
42182,844.84
42183,642.5
42184,860.2
42185,564.17
42186,724.86
42187,394.3
42188,240.81
42189,489.22
42190,884.68
42191,773.42
42192,771.76
42193,515.29
42194,938.71
42195,424.4
42196,558.25
42197,513.22
42198,145.45
42199,288.42
42200,751.84
42201,621.35
42202,369.95
42203,805.1
42204,917.81
42205,646.71
42206,684.0
42207,428.06
42208,733.18
42209,574.67
42210,527.34
42211,491.5
42212,606.51
42213,684.55
42214,915.99
42215,622.68
42216,922.37
42217,281.55
42218,757.48
42219,422.32
42221,175.18
42222,764.28
42224,329.96
42225,668.39
42226,774.66
42227,222.98
42228,527.7
42229,796.58
42230,653.91
42231,211.31
42233,577.7
42235,937.55
42236,452.07
42237,879.62
42238,609.63
42239,713.21
42240,208.53
42241,760.98
42242,606.1
42243,135.53
42245,495.77
42246,595.83
42247,504.76
42248,421.41
42249,460.03
42250,880.17
42251,597.47
42252,238.38
42253,424.32
42254,114.42
42255,605.33
42256,412.63
42257,560.58
42258,810.64
42259,505.87
42260,545.14
42261,624.15
42262,311.18
42263,913.21
42264,726.78
42265,754.15
42266,483.25
42267,797.68
42268,462.61
42270,561.75
42271,560.83
42272,545.47
42273,680.04
42274,380.8
42276,643.7
42277,642.29
42278,566.14
42279,208.83
42280,216.08
42281,524.7
42282,743.67
42283,552.37
42284,422.27
42285,690.06
42286,567.74
42287,481.91
42288,459.05
42290,490.59
42291,593.38
42292,598.26
42293,395.07
42294,483.52
42295,501.07
42296,308.98
42297,743.42
42298,600.06
42299,661.21
42300,903.66
42301,722.89
42302,842.84
42303,425.84
42304,424.15
42305,663.77
42306,597.23
42307,542.46
42309,545.14
42310,606.41
42311,365.24
42312,600.99
42313,738.71
42314,975.32
42315,622.75
42316,491.69
42317,905.66
42318,463.41
42319,301.25
42320,449.81
42321,646.84
42322,717.52
42323,722.55
42324,900.72
42325,864.18
42326,901.21
42328,642.83
42329,898.63
42330,898.37
42331,966.33
42332,499.87
42333,279.93
42334,880.04
42335,698.87
42336,593.11
42338,472.93
42339,724.71
42340,675.7
42341,598.25
42342,315.72
42343,489.56
42344,700.63
42345,955.18
42346,562.63
42347,571.33
42348,609.45
42349,718.81
42350,741.88
42351,440.52
42352,604.6
42353,689.7
42354,666.88
42355,824.84
42356,555.63
42357,470.01
42358,587.13
42359,680.13
42360,325.8
42361,390.3
42362,475.49
42363,544.48
42364,715.26
42365,891.01
42366,514.78
42367,197.13
42368,217.57
42369,629.52
42370,544.46
42371,590.97
42372,1188.47
42373,975.44
42374,556.78
42375,163.08
42376,623.56
42377,706.51
42378,557.94
42379,901.71
42380,306.72
42382,729.77
42383,418.73
42384,499.21
42385,697.86
42386,705.2
42387,620.36
42388,466.48
42390,220.32
42391,557.96
42392,678.88
42393,143.82
42394,502.73
42395,624.72
42396,465.13
42397,718.8
42399,706.7
42400,210.08
42401,478.02
42402,588.81
42403,474.69
42404,492.84
42405,200.29
42406,463.79
42407,831.31
42408,817.52
42409,222.65
42410,848.35
42411,835.34
42413,799.64
42414,483.95
42415,528.42
42416,515.29
42417,474.32
42418,701.94
42419,293.5
42420,430.64
42421,602.82
42422,736.98
42423,245.5
42425,492.36
42426,489.19
42427,805.76
42428,507.31
42429,347.17
42430,239.94
42431,718.89
42432,602.58
42433,622.6
42434,828.79
42435,439.04
42436,611.59
42437,675.15
42439,895.84
42440,747.71
42441,473.77
42442,1166.3
42443,532.36
42444,677.64
42445,733.35
42447,693.49
42449,468.17
42450,889.6
42451,725.74
42452,521.38
42453,721.68
42454,625.23
42455,234.95
42456,167.57
42457,921.9
42458,872.72
42459,244.12
42460,790.86
42461,616.73
42462,310.82
42463,735.03
42464,660.57
42465,754.34
42466,509.36
42467,563.3
42468,691.92
42469,229.43
42470,246.0
42471,604.89
42472,537.97
42473,645.18
42474,297.92
42475,902.12
42476,598.34
42477,1110.76
42478,344.57
42479,956.79
42480,243.42
42481,313.56
42482,700.47
42484,485.59
42485,227.47
42486,606.44
42487,511.66
42488,509.56
42489,915.64
42490,594.45
42491,608.25
42492,780.1
42494,701.97
42495,650.02
42496,578.51
42497,910.12
42498,224.96
42499,204.37
42500,834.77
42501,625.65
42502,322.5
42503,600.37
42504,271.25
42505,315.34
42506,237.33
42508,588.7
42509,225.96
42510,204.42
42511,478.48
42512,961.49
42513,514.45
42514,543.66
42515,577.55
42516,965.8
42518,961.01
42519,281.72
42520,216.73
42521,562.64
42522,188.55
42523,469.59
42524,647.63
42525,585.42
42526,489.52
42527,695.01
42528,580.37
42529,919.63
42531,644.26
42532,753.34
42533,431.55
42534,276.22
42535,492.04
42536,245.1
42537,925.01
42538,765.42
42539,621.33
42540,700.86
