OBJECTID,shortest_dist
1076,824.63
1077,735.59
1078,613.16
1079,651.07
1080,701.43
1081,596.42
1082,609.33
1083,693.3
1084,875.03
1085,605.88
1086,700.06
1087,662.18
1088,679.8
1089,555.7
1090,552.58
1091,543.91
1092,814.33
1093,779.76
1094,733.17
1095,673.96
1096,646.79
1097,814.52
1098,701.31
1099,691.34
1100,561.24
1101,580.48
1102,615.33
1103,562.79
1104,829.91
1105,809.11
1106,807.1
1107,1041.41
1108,817.26
1109,661.08
1110,666.29
1111,676.76
1112,651.15
1113,552.04
1114,716.96
1115,649.98
1116,603.95
1117,632.9
1118,664.85
1119,816.35
1120,534.87
1121,1051.14
1122,673.2
1123,551.68
1124,555.78
1125,626.23
1126,655.74
1127,600.85
1128,527.68
1129,562.3
1130,611.36
1131,555.82
1132,607.86
1133,683.43
1134,648.25
1135,663.19
1136,811.01
1137,748.03
1138,614.04
1139,594.59
1140,814.87
1141,602.25
1142,597.03
1143,622.22
1144,991.83
1145,559.33
1146,550.54
1147,615.09
1148,616.12
1149,864.84
1150,673.63
1151,593.84
1152,111.28
1153,696.26
1154,593.52
1155,885.24
1156,588.29
1157,881.79
1158,616.04
1159,873.2
1160,1044.27
1161,858.45
1162,816.45
1163,598.18
1164,532.28
1165,594.51
1166,823.39
1167,828.29
1168,604.23
1169,686.21
1170,980.57
1171,633.74
1172,827.52
1173,568.46
1174,546.23
1175,527.78
1176,641.04
1177,536.12
1178,678.93
1179,141.72
1180,994.45
1181,860.99
1182,1051.57
1183,882.75
1184,648.33
1185,878.51
1186,1033.31
1187,990.82
1188,822.55
1189,1049.32
1190,859.37
1191,1042.19
1192,1043.07
1193,878.04
1194,861.36
1195,764.18
1196,1047.7
1197,578.12
1198,989.26
1199,853.55
1200,566.91
1201,878.78
1202,988.12
1203,576.93
1204,742.66
1205,859.54
1206,882.84
1207,883.3
1208,672.13
1209,870.58
1210,751.53
1211,733.85
1212,886.53
1213,773.98
1214,748.01
1215,880.9
1216,882.99
1217,157.36
1218,158.9
1219,157.21
1220,145.14
1221,149.73
1222,117.85
1223,119.97
1224,85.43
1225,866.6
1226,879.48
1227,148.95
1228,150.37
1229,149.46
1230,146.7
1231,149.24
1232,123.54
1233,115.03
1234,82.72
1235,81.95
1236,568.38
1237,622.86
1238,804.02
1239,751.61
1240,550.69
1241,596.84
1242,587.08
1243,706.87
1244,702.64
1245,601.35
1246,713.88
1247,314.62
1248,603.7
1249,689.34
1250,804.47
1251,661.83
1252,110.85
1253,690.35
1254,741.05
1255,704.74
1256,283.21
1257,748.87
1258,709.57
1259,700.14
1260,682.09
1261,626.22
1262,674.07
1263,1155.69
1264,683.18
1265,693.38
1266,670.32
1267,265.11
1268,714.54
1269,711.28
1270,774.06
1271,546.7
1272,1026.85
1273,629.49
1274,598.43
1275,590.09
1276,690.61
1277,568.31
1278,693.14
1279,532.39
1280,591.63
1281,116.18
1282,749.25
1283,563.15
1284,615.07
1285,687.65
1286,697.03
1287,682.98
1288,704.0
1289,743.43
1290,721.38
1291,642.06
1292,571.9
1293,562.18
1294,554.35
1295,743.08
1296,882.68
1297,599.91
1298,98.42
1299,588.62
1300,604.1
1301,578.98
1302,558.65
1303,707.08
1304,693.84
1305,852.79
1306,603.38
1307,538.99
1308,546.77
1309,600.58
1310,531.82
1311,525.51
1312,852.6
1313,648.93
1314,700.42
1315,577.64
1316,98.53
1317,585.21
1318,626.4
1319,539.56
1320,755.12
1321,600.41
1322,587.82
1323,696.03
1324,617.84
1325,729.35
1326,599.71
1327,531.81
1328,671.01
1329,99.47
1330,605.17
1331,598.83
1332,840.05
1333,661.75
1334,882.29
1335,830.5
1336,629.58
1337,696.93
1338,597.87
1339,878.91
1340,547.69
1341,590.99
1342,883.42
1343,266.43
1344,703.08
1345,910.88
1346,615.23
1347,170.75
1348,163.51
1349,142.51
1350,114.69
1351,106.21
1352,97.15
1353,102.07
1354,82.69
1355,96.3
1356,81.25
1357,884.76
1358,92.25
1359,96.21
1360,87.86
1361,978.41
1362,599.12
1363,1020.05
1364,598.38
1365,1037.24
1366,880.21
1367,688.87
1368,525.79
1369,882.42
1370,696.67
1371,1000.38
1372,694.45
1373,882.03
1374,546.87
1375,703.6
1376,885.46
1377,908.24
1378,881.55
1379,879.8
1380,886.57
1381,698.98
1382,695.95
1383,697.66
1384,700.4
1385,696.81
1386,595.43
1387,914.4
1388,704.07
1389,881.0
1390,703.98
1391,880.65
1392,854.57
1393,885.12
1394,702.09
1395,167.67
1396,162.64
1397,173.37
1398,146.47
1399,158.63
1400,149.85
1401,117.84
1402,118.55
1403,117.06
1404,117.73
1405,119.84
1406,104.7
1407,97.88
1408,86.0
1409,86.99
1410,916.65
1411,883.96
1412,913.64
1413,120.68
1414,118.79
1415,96.24
1416,84.42
1417,613.85
1418,639.19
1419,674.56
1420,651.53
1421,808.1
1422,761.59
1423,559.82
1424,878.45
1425,679.49
1426,692.96
1427,722.78
1428,770.2
1429,1043.97
1430,739.65
1431,776.01
1432,708.46
1433,804.95
1434,658.09
1435,713.28
1436,552.14
1437,562.02
1438,564.07
1439,884.45
1440,756.21
1441,948.68
1442,680.76
1443,606.13
1444,726.69
1445,822.3
1446,665.23
1447,875.5
1448,861.93
1449,891.69
1450,569.62
1451,739.84
1452,761.24
1453,901.91
1454,612.47
1455,729.29
1456,801.42
1457,535.79
1458,635.44
1459,775.12
1460,676.01
1461,876.1
1462,711.95
1463,771.54
1464,804.68
1465,880.11
1466,680.88
1467,850.66
1468,854.37
1469,626.33
1470,705.36
1471,771.24
1472,596.31
1473,761.01
1474,544.37
1475,752.72
1476,768.77
1477,683.67
1478,870.48
1479,761.12
1480,751.19
1481,881.56
1482,701.11
1483,632.89
1484,587.01
1485,767.95
1486,747.1
1487,796.64
1488,550.7
1489,639.5
1490,892.01
1491,669.72
1492,885.1
1493,770.18
1494,663.69
1495,672.58
1496,623.51
1497,749.21
1498,696.82
1499,887.88
1500,739.54
1501,763.29
1502,765.5
1503,689.48
1504,604.0
1505,614.41
1506,581.23
1507,562.46
1508,582.18
1509,1014.34
1510,871.68
1511,742.91
1512,600.85
1513,752.31
1514,559.95
1515,586.86
1516,772.19
1517,584.67
1518,539.2
1519,779.74
1520,1001.13
1521,687.01
1522,979.0
1523,588.84
1524,702.01
1525,570.75
1526,745.38
1527,697.97
1528,88.49
1529,756.52
1530,749.19
1531,672.19
1532,724.31
1533,748.08
1534,685.63
1535,591.05
1536,588.57
1537,851.7
1538,711.79
1539,632.09
1540,774.19
1541,709.48
1542,653.02
1543,697.16
1544,881.25
1545,660.28
1546,758.47
1547,579.71
1548,641.99
1549,873.16
1550,724.81
1551,598.1
1552,756.13
1553,811.9
1554,767.62
1555,603.14
1556,707.81
1557,775.63
1558,586.14
1559,689.1
1560,534.46
1561,649.46
1562,708.49
1563,598.08
1564,867.53
1565,553.8
1566,800.15
1567,707.74
1568,651.5
1569,514.57
1570,682.78
1571,804.26
1572,736.65
1573,687.49
1574,767.35
1575,563.95
1576,685.99
1577,774.65
1578,592.44
1579,682.98
1580,625.93
1581,751.91
1582,805.53
1583,996.76
1584,1005.53
1585,716.23
1586,858.69
1587,881.17
1588,614.42
1589,994.44
1590,586.83
1591,873.4
1592,606.85
1593,709.99
1594,551.75
1595,729.28
1596,565.78
1597,875.88
1598,907.16
1599,1036.85
1600,600.85
1601,657.96
1602,714.49
1603,985.58
1604,750.64
1605,639.51
1606,590.9
1607,1035.0
1608,557.9
1609,595.37
1610,717.58
1611,709.29
1612,861.63
1613,1001.84
1614,704.27
1615,857.01
1616,721.05
1617,563.64
1618,722.57
1619,669.22
1620,634.96
1621,751.64
1622,852.02
1623,699.52
1624,570.78
1625,96.32
1626,544.64
1627,543.48
1628,545.33
1629,991.77
1630,796.13
1631,889.47
1632,536.21
1633,768.61
1634,683.47
1635,657.94
1636,570.86
1637,1054.76
1638,1069.59
1639,533.43
1640,627.15
1641,619.91
1642,627.25
1643,877.22
1644,913.88
1645,108.48
1646,97.57
1647,614.01
1648,880.29
1649,1003.96
1650,704.25
1651,525.91
1652,880.75
1653,570.53
1654,701.94
1655,994.39
1656,589.7
1657,737.98
1658,677.16
1659,880.44
1660,721.11
1661,693.47
1662,550.68
1663,172.16
1664,172.0
1665,158.49
1666,147.97
1667,149.04
1668,141.33
1669,98.33
1670,666.33
1671,597.2
1672,769.59
1673,88.82
1674,684.02
1675,692.15
1676,996.49
1677,993.96
1678,767.67
1679,534.85
1680,907.93
1681,920.93
1682,572.22
1683,991.42
1684,1018.52
1685,715.59
1686,857.21
1687,881.78
1688,987.55
1689,866.79
1690,857.32
1691,712.46
1692,598.81
1693,877.02
1694,702.19
1695,696.07
1696,863.98
1697,577.13
1698,757.47
1699,692.03
1700,594.51
1701,867.04
1702,850.29
1703,868.55
1704,169.27
1705,167.38
1706,165.31
1707,171.79
1708,154.81
1709,171.13
1710,145.52
1711,124.73
1712,116.62
1713,98.62
1714,87.66
1715,83.76
1716,124.17
1717,866.7
1718,881.4
1719,737.0
1720,167.26
1721,160.08
1722,162.11
1723,151.73
1724,138.07
1725,119.57
1726,124.77
1727,101.37
1728,100.99
1729,101.63
1730,868.02
1731,766.27
1732,858.97
1733,766.31
1734,953.52
1735,808.06
1736,869.43
1737,853.87
1738,1005.88
1739,723.81
1740,889.24
1741,1071.79
1742,726.89
1743,839.02
1744,778.36
1745,769.89
1746,886.76
1747,711.32
1748,742.88
1749,615.02
1750,705.66
1751,846.82
1752,732.55
1753,851.04
1754,617.15
1755,763.6
1756,749.91
1757,168.53
1758,730.76
1759,879.69
1760,733.88
1761,674.52
1762,1060.16
1763,828.55
1764,820.7
1765,542.52
1766,754.21
1767,871.12
1768,881.95
1769,933.76
1770,881.19
1771,920.39
1772,671.47
1773,884.44
1774,874.73
1775,706.7
1776,1084.1
1777,737.18
1778,574.05
1779,751.55
1780,741.4
1781,708.59
1782,881.28
1783,569.33
1784,755.86
1785,771.53
1786,877.3
1787,654.89
1788,734.98
1789,880.03
1790,701.87
1791,569.06
1792,585.99
1793,801.27
1794,748.61
1795,770.22
1796,708.26
1797,874.78
1798,865.15
1799,731.55
1800,718.45
1801,802.73
1802,706.45
1803,689.89
1804,983.77
1805,736.09
1806,716.3
1807,614.18
1808,649.48
1809,844.99
1810,685.5
1811,711.84
1812,705.25
1813,741.19
1814,529.23
1815,798.7
1816,758.21
1817,856.4
1818,684.07
1819,992.54
1820,683.05
1821,1052.33
1822,602.26
1823,703.98
1824,761.69
1825,984.71
1826,728.47
1827,756.61
1828,960.71
1829,862.98
1830,874.43
1831,852.16
1832,596.59
1833,877.53
1834,765.28
1835,930.16
1836,887.86
1837,696.25
1838,613.26
1839,660.31
1840,314.39
1841,686.91
1842,979.6
1843,675.28
1844,676.02
1845,87.85
1846,1018.99
1847,843.67
1848,599.54
1849,682.5
1850,681.17
1851,603.86
1852,1046.17
1853,989.52
1854,797.85
1855,660.81
1856,688.85
1857,983.51
1858,1063.27
1859,861.67
1860,678.15
1861,121.29
1862,914.23
1863,881.1
1864,652.96
1865,705.88
1866,978.49
1867,726.48
1868,878.48
1869,548.72
1870,986.54
1871,1008.31
1872,880.91
1873,1023.9
1874,558.55
1875,561.31
1876,754.62
1877,926.78
1878,798.36
1879,627.82
1880,675.94
1881,884.91
1882,577.21
1883,984.2
1884,839.53
1885,1010.55
1886,697.79
1887,992.18
1888,171.89
1889,166.74
1890,156.72
1891,121.22
1892,120.18
1893,119.28
1894,87.71
1895,94.14
1896,86.42
1897,883.38
1898,1088.12
1899,991.7
1900,101.98
1901,85.33
1902,880.69
1903,121.91
1904,123.3
1905,87.28
1906,89.5
1907,70.24
1908,670.86
1909,778.88
1910,1024.2
1911,550.77
1912,1027.21
1913,801.92
1914,856.05
1915,992.26
1916,598.71
1917,774.54
1918,1014.44
1919,983.47
1920,886.03
1921,882.04
1922,687.11
1923,700.43
1924,994.03
1925,693.64
1926,690.29
1927,685.48
1928,682.68
1929,861.19
1930,170.11
1931,164.6
1932,168.37
1933,159.57
1934,157.52
1935,155.74
1936,118.56
1937,116.63
1938,113.42
1939,102.17
1940,99.48
1941,98.49
1942,76.63
1943,736.37
1944,167.18
1945,159.41
1946,156.83
1947,116.53
1948,117.22
1949,114.11
1950,101.88
1951,95.49
1952,95.85
1953,92.99
1954,90.62
1955,82.7
1956,733.75
1957,584.08
1958,562.15
1959,726.47
1960,780.12
1961,820.39
1962,777.75
1963,549.74
1964,961.72
1965,676.93
1966,537.58
1967,997.62
1968,693.21
1969,656.89
1970,873.58
1971,593.74
1972,668.23
1973,787.56
1974,811.48
1975,779.2
1976,1025.08
1977,541.02
1978,660.65
1979,548.94
1980,749.33
1981,680.22
1982,657.74
1983,777.78
1984,537.06
1985,571.44
1986,565.5
1987,654.63
1988,840.67
1989,741.54
1990,780.42
1991,695.36
1992,559.35
1993,759.17
1994,551.23
1995,980.76
1996,706.2
1997,842.66
1998,547.72
1999,605.14
2000,828.57
2001,641.9
2002,665.05
2003,712.23
2004,529.03
2005,560.3
2006,533.39
2007,699.33
2008,671.59
2009,820.79
2010,626.47
2011,666.78
2012,531.33
2013,776.07
2014,692.78
2015,524.55
2016,669.06
2017,625.4
2018,729.48
2019,750.04
2020,699.28
2021,584.48
2022,534.98
2023,703.93
2024,818.61
2025,775.95
2026,675.64
2027,770.32
2028,842.44
2029,594.04
2030,754.42
2031,678.93
2032,657.39
2033,530.65
2034,771.81
2035,752.67
2036,703.55
2037,681.25
2038,523.35
2039,541.18
2040,653.48
2041,677.6
2042,945.53
2043,684.05
2044,641.19
2045,660.58
2046,931.54
2047,553.69
2048,862.36
2049,778.58
2050,701.67
2051,686.42
2052,854.56
2053,540.49
2054,659.73
2055,630.29
2056,583.49
2057,644.48
2058,567.67
2059,710.85
2060,746.11
2061,704.08
2062,626.03
2063,717.99
2064,757.15
2065,814.5
2066,783.49
2067,664.32
2068,808.95
2069,737.72
2070,650.71
2071,1015.32
2072,667.34
2073,552.7
2074,686.01
2075,765.2
2076,679.47
2077,626.36
2078,865.52
2079,775.55
2080,554.22
2081,728.31
2082,539.65
2083,756.27
2084,567.22
2085,514.22
2086,700.78
2087,743.33
2088,747.05
2089,767.57
2090,687.46
2091,659.26
2092,876.62
2093,585.15
2094,951.19
2095,575.83
2096,554.57
2097,618.62
2098,719.34
2099,604.86
2100,681.17
2101,573.56
2102,700.57
2103,641.19
2104,537.16
2105,589.39
2106,596.28
2107,673.86
2108,650.3
2109,706.94
2110,569.46
2111,660.21
2112,884.74
2113,599.57
2114,532.58
2115,589.27
2116,576.81
2117,594.38
2118,748.59
2119,675.51
2120,524.46
2121,622.22
2122,660.75
2123,587.96
2124,931.95
2125,643.57
2126,702.39
2127,598.4
2128,722.81
